Ensembl.Gene.ID	Ensembl.Transcript.ID	Ensembl.Protein.ID	EntrezGene.ID	HGNC.symbol	Description	PSR.total	M7vM8_F61__alternative_model_kappa	M7vM8_F61__alternative_model_omega	M7vM8_F61__null_model_lnL	M7vM8_F61__alternative_model_lnL	M7vM8_F61__LRT_statistic	M7vM8_F61__LRT_P_value_full	M7vM8_F61__LRT_P_value_log10	M7vM8_F61__LRT_P_value_bonf	M7vM8_F61__LRT_P_value_bh	M7vM8_F3X4__alternative_model_kappa	M7vM8_F3X4__alternative_model_omega	M7vM8_F3X4__null_model_lnL	M7vM8_F3X4__alternative_model_lnL	M7vM8_F3X4__LRT_statistic	M7vM8_F3X4__LRT_P_value_full	M7vM8_F3X4__LRT_P_value_log10	M7vM8_F3X4__LRT_P_value_bonf	M7vM8_F3X4__LRT_P_value_bh	M1avM2a_F61__alternative_model_kappa	M1avM2a_F61__alternative_model_omega	M1avM2a_F61__null_model_lnL	M1avM2a_F61__alternative_model_lnL	M1avM2a_F61__LRT_statistic	M1avM2a_F61__LRT_P_value_full	M1avM2a_F61__LRT_P_value_log10	M1avM2a_F61__LRT_P_value_bonf	M1avM2a_F61__LRT_P_value_bh	M1avM2a_F3X4__alternative_model_kappa	M1avM2a_F3X4__alternative_model_omega	M1avM2a_F3X4__null_model_lnL	M1avM2a_F3X4__alternative_model_lnL	M1avM2a_F3X4__LRT_statistic	M1avM2a_F3X4__LRT_P_value_full	M1avM2a_F3X4__LRT_P_value_log10	M1avM2a_F3X4__LRT_P_value_bonf	M1avM2a_F3X4__LRT_P_value_bh
ENSG00000153002	ENST00000491148	ENSP00000417222	1360	CPB1	carboxypeptidase B1 (tissue) [Source:HGNC Symbol;Acc:HGNC:2299]	1	4.08587	10.45526	-2572.107207	-2563.370948	17.4725179999996	0.000160654	-3.7941084568146	1	0.000753430593406594	4.14794	9.41644	-2615.924548	-2608.274298	15.3005000000003	0.000475925	-3.32246148142339	1	0.00209308910027745	4.08447	10.4971	-2571.873887	-2563.360235	17.0273040000002	0.000200709	-3.69743315286029	1	0.00094527464516129	4.1468	9.46011	-2615.766063	-2608.268563	14.9949999999999	0.000554469	-3.25612272995718	1	0.00249387435103364
ENSG00000153237	ENST00000283233	ENSP00000283233	130940	CCDC148	coiled-coil domain containing 148 [Source:HGNC Symbol;Acc:HGNC:25191]	2	3.22312	10.39861	-3638.038284	-3625.568837	24.9388940000008	3.842e-06	-5.41544263947433	0.042630832	2.35269492273731e-05	3.58357	10.16843	-3694.452289	-3682.958614	22.9873499999994	1.0194e-05	-4.99165537074731	0.113112624	5.93144331410593e-05	3.1935	10.02039	-3637.728992	-3625.538591	24.3808019999997	5.079e-06	-5.2942217871714	0.056356584	3.14139264214047e-05	3.57753	10.15861	-3694.137433	-3682.946961	22.3809439999995	1.3805e-05	-4.85996358902472	0.15318028	8.1305881104034e-05
ENSG00000153495	ENST00000283547	ENSP00000283547	121793	TEX29	testis expressed 29 [Source:HGNC Symbol;Acc:HGNC:20370]	1	5.81728	9.00231	-1161.737816	-1154.274415	14.926802	0.000573702	-3.24131363610771	1	0.00243806870624282	5.93906	7.50002	-1202.667197	-1196.054609	13.2251759999999	0.001343351	-2.87181049705096	1	0.00542819471813547	5.81573	8.98935	-1161.37794	-1154.26517	14.2255400000004	0.000814635	-3.0890369348094	1	0.00344350093714286	5.93743	7.48353	-1202.014692	-1196.040127	11.94913	0.002542608	-2.59472059088982	1	0.0100294270771418
ENSG00000153498	ENST00000283550	ENSP00000283550	122258	SPACA7	sperm acrosome associated 7 [Source:HGNC Symbol;Acc:HGNC:29575]	1	3.7972	5.50664	-1486.917534	-1482.366731	9.10160599999972	0.010558722	-1.97638864448555	1	0.0340320185442928	3.92047	4.52225	-1524.460448	-1519.852712	9.21547199999986	0.009974375	-2.00111430792744	1	0.0335991697024894	3.80036	5.66807	-1486.915628	-1482.36812	9.09501599999976	0.010593571	-1.97495761834635	1	0.0351093977945042	3.92157	4.52881	-1524.458029	-1519.863864	9.18832999999995	0.01011066	-1.99522049376583	1	0.0348517810997204
ENSG00000154548	ENST00000452027	ENSP00000414302	135295	SRSF12	serine/arginine-rich splicing factor 12 [Source:HGNC Symbol;Acc:HGNC:21220]	1	4.40328	126.63698	-1264.216412	-1243.92245	40.5879239999999	2e-09	-8.69897000433602	2.2192e-05	1.88868085106383e-08	4.8722	170.7666	-1296.026497	-1275.860989	40.3310160000001	2e-09	-8.69897000433602	2.2192e-05	1.9e-08	4.39923	126.24727	-1263.959296	-1243.91905	40.080492	2e-09	-8.69897000433602	2.2192e-05	1.9974797479748e-08	4.87279	170.7634	-1295.574437	-1275.859036	39.4308019999999	3e-09	-8.52287874528034	3.3288e-05	2.9458407079646e-08
ENSG00000155833	ENST00000374798	ENSP00000420256	1539	CYLC2	cylicin, basic protein of sperm head cytoskeleton 2 [Source:HGNC Symbol;Acc:HGNC:2583]	1	1.6109	15.96501	-1947.53995	-1938.725876	17.6281480000002	0.000148627	-3.82790228824797	1	0.000703568767918089	2.09733	13.20853	-2011.342622	-2003.781596	15.1220519999997	0.000520341	-3.28371195274661	1	0.00227579965944028	1.57866	15.164	-1947.504292	-1938.652479	17.703626	0.000143122	-3.84429360352722	1	0.000692269528540305	2.06767	12.67591	-2010.888845	-2003.72257	14.3325500000001	0.000772194	-3.11227357719658	1	0.00337466113588027
ENSG00000156575	ENST00000287143	ENSP00000287143	10394	PRG3	proteoglycan 3 [Source:HGNC Symbol;Acc:HGNC:9363]	4	3.56661	5.81029	-1806.219102	-1794.496261	23.445682	8.107e-06	-5.09113982698272	0.089955272	4.75199535129424e-05	3.67683	6.20238	-1843.298976	-1831.765998	23.0659559999999	9.801e-06	-5.0087296108049	0.108751896	5.7267981042654e-05	3.56715	5.88632	-1806.218802	-1794.501915	23.4337740000001	8.155e-06	-5.08857603462371	0.09048788	4.8965303030303e-05	3.67723	6.26194	-1843.296648	-1831.767012	23.059272	9.834e-06	-5.00726979604586	0.109118064	5.94001437125748e-05
ENSG00000156858	ENST00000542965	ENSP00000441641	78994	PRR14	proline rich 14 [Source:HGNC Symbol;Acc:HGNC:28458]	1	4.857	10.38635	-3194.501475	-3184.404469	20.1940119999999	4.1203e-05	-4.38507116173354	0.457188488	0.000214212567681499	5.15381	12.58336	-3270.459855	-3260.886002	19.1477059999997	6.9523e-05	-4.15787149583248	0.771427208	0.000353217586080586	4.85528	10.61496	-3194.496545	-3184.396676	20.1997380000003	4.1085e-05	-4.38631670869036	0.45587916	0.000219278095238095	5.15296	12.50359	-3270.454292	-3260.88573	19.1371239999999	6.9892e-05	-4.1555725317606	0.775521632	0.000366850346263008
ENSG00000158481	ENST00000368170	ENSP00000357152	911	CD1C	CD1c molecule [Source:HGNC Symbol;Acc:HGNC:1636]	2	2.88457	4.72443	-2518.341596	-2504.486577	27.7100380000002	9.61e-07	-6.01727661233145	0.010663256	6.45085057471264e-06	2.82929	4.27416	-2544.636066	-2530.488266	28.2956000000004	7.17e-07	-6.1444808443322	0.007955832	4.95073553204729e-06	2.88457	4.72007	-2518.334709	-2504.485383	27.698652	9.67e-07	-6.014573525917	0.010729832	6.68109090909091e-06	2.8293	4.25625	-2543.426495	-2530.485151	25.8826880000006	2.397e-06	-5.62033196596635	0.026597112	1.58693985680191e-05
ENSG00000158488	ENST00000368167	ENSP00000357149	913	CD1E	CD1e molecule [Source:HGNC Symbol;Acc:HGNC:1638]	1	4.09793	6.40039	-2678.652659	-2673.349661	10.6059959999993	0.004976652	-2.30306272689989	1	0.0173924190840945	3.9505	7.62128	-2726.111078	-2720.287063	11.6480299999994	0.002955714	-2.52933759132962	1	0.0111439356248726	4.09689	6.57857	-2678.605325	-2673.334581	10.5414879999998	0.005139785	-2.28905504739899	1	0.0182564008194622	3.95011	7.60776	-2726.076677	-2720.281257	11.5908399999998	0.003041453	-2.51691889036278	1	0.0117933808860936
ENSG00000159763	ENST00000291009	ENSP00000291009	5304	PIP	prolactin-induced protein [Source:HGNC Symbol;Acc:HGNC:8993]	14	2.77371	9.41053	-1414.866151	-1368.074426	93.5834500000001	0	-Inf	0	0	2.72714	9.37453	-1424.095046	-1376.56655	95.0569919999998	0	-Inf	0	0	2.77809	9.61185	-1403.059604	-1368.069527	69.9801539999999	0	-Inf	0	0	2.72162	9.90299	-1411.783355	-1376.343881	70.878948	0	-Inf	0	0
ENSG00000160051	ENST00000537469	ENSP00000442291	55721	IQCC	IQ motif containing C [Source:HGNC Symbol;Acc:HGNC:25545]	1	3.37353	3.38862	-3378.385865	-3372.599865	11.5720000000001	0.003070239	-2.51282781594265	1	0.0112359406147757	3.32068	3.72957	-3431.922429	-3426.091669	11.6615200000006	0.002935845	-2.5322668770331	1	0.0110727859007478	3.37344	3.38432	-3378.325071	-3372.597051	11.45604	0.003253513	-2.48764745362446	1	0.0120819880348059	3.33611	3.57548	-3431.878642	-3426.082811	11.5916619999998	0.003040203	-2.51709741677401	1	0.0117933808860936
ENSG00000160299	ENST00000359568	ENSP00000352572	5116	PCNT	pericentrin [Source:HGNC Symbol;Acc:HGNC:16068]	4	5.2667	7.5772	-23356.03941	-23310.951034	90.1767519999994	0	-Inf	0	0	5.10506	7.49591	-23692.496741	-23663.549304	57.8948739999978	0	-Inf	0	0	5.2658	7.73919	-23355.390126	-23310.924611	88.9310299999997	0	-Inf	0	0	5.10298	7.86773	-23691.301808	-23663.304785	55.9940459999998	0	-Inf	0	0
ENSG00000161010	ENST00000292586	ENSP00000292586	51149	C5orf45	chromosome 5 open reading frame 45 [Source:HGNC Symbol;Acc:HGNC:30817]	1	4.91975	5.39944	-2493.34417	-2483.482679	19.7229819999993	5.2145e-05	-4.28278732820607	0.57860092	0.000266636368663594	5.18331	5.57927	-2549.066089	-2539.759861	18.6124559999998	9.0857e-05	-4.04164160721934	1	0.000454941007220217	4.91006	5.15389	-2493.062644	-2483.474347	19.1765940000005	6.8526e-05	-4.16414461808233	0.760364496	0.000352183647985178	5.16701	5.0606	-2548.943896	-2539.726202	18.4353880000008	9.9267e-05	-4.00319510296317	1	0.000508648631578947
ENSG00000161048	ENST00000417955	ENSP00000407112	222236	NAPEPLD	N-acyl phosphatidylethanolamine phospholipase D [Source:HGNC Symbol;Acc:HGNC:21683]	1	2.39414	17.0763	-2533.174149	-2524.025606	18.2970859999996	0.000106375	-3.97316042690736	1	0.000517464708461201	2.67017	17.55499	-2571.566256	-2562.732184	17.6681440000002	0.000145684	-3.83658814276174	1	0.000699787733333333	2.38862	8.53758	-2532.822818	-2524.952745	15.7401460000001	0.000382006	-3.41792981576257	1	0.00171470007119741	2.58727	9.23886	-2571.4419	-2563.488847	15.9061059999995	0.000351587	-3.45396719142717	1	0.00163916359327731
ENSG00000161551	ENST00000301399	ENSP00000301399	84765	ZNF577	zinc finger protein 577 [Source:HGNC Symbol;Acc:HGNC:28673]	1	2.45793	8.94802	-3484.29561	-3472.462517	23.6661860000004	7.26e-06	-5.13906337929991	0.08055696	4.27357877984085e-05	3.09022	12.74843	-3524.697149	-3511.107246	27.1798060000001	1.253e-06	-5.90204892900585	0.013903288	8.40585731559855e-06	2.46266	9.50448	-3483.821331	-3472.557271	22.5281199999999	1.2826e-05	-4.89190876441878	0.142317296	7.48644376643872e-05	3.0947	13.22031	-3524.517367	-3511.236139	26.5624559999997	1.706e-06	-5.7680209731685	0.018929776	1.15425463414634e-05
ENSG00000161921	ENST00000293778	ENSP00000293778	58191	CXCL16	chemokine (C-X-C motif) ligand 16 [Source:HGNC Symbol;Acc:HGNC:16642]	2	4.31649	3.77756	-2192.733639	-2179.368279	26.7307200000005	1.569e-06	-5.80437705641306	0.017409624	1.02169154929577e-05	4.14397	3.69651	-2209.832615	-2201.780566	16.1040979999998	0.000318449	-3.49696011055651	1	0.00144756661368292	4.31649	3.77743	-2187.957151	-2179.368279	17.1777440000005	0.000186166	-3.7300996324883	1	0.000883154312099188	4.14367	3.54832	-2209.696223	-2201.777005	15.838436	0.000363687	-3.43927222253387	1	0.00168989570854271
ENSG00000162399	ENST00000371265	ENSP00000360312	7809	BSND	barttin CLCNK-type chloride channel accessory beta subunit [Source:HGNC Symbol;Acc:HGNC:16512]	1	5.51105	10.78311	-2240.478205	-2228.357582	24.2412459999996	5.446e-06	-5.26392236299605	0.060428816	3.27350032502709e-05	6.17251	11.91248	-2298.110646	-2288.572884	19.0755239999999	7.2078e-05	-4.14219727254251	0.799777488	0.000365377238921882	5.51992	11.01143	-2240.003502	-2228.390444	23.2261159999998	9.047e-06	-5.0434954096833	0.100385512	5.3883796027912e-05	6.17518	12.24944	-2298.079816	-2288.59351	18.9726119999996	7.5884e-05	-4.11984978463443	0.842008864	0.000396612747998116
ENSG00000162572	ENST00000379116	ENSP00000368411	6339	SCNN1D	sodium channel, non-voltage-gated 1, delta subunit [Source:HGNC Symbol;Acc:HGNC:10601]	1	5.43716	7.97787	-5750.402943	-5743.225945	14.3539959999998	0.000763958	-3.11693051690812	1	0.00316499421276596	5.22876	7.70288	-5847.612287	-5840.092822	15.0389300000006	0.000542423	-3.26566190365186	1	0.00236306462819003	5.17419	7.38075	-5749.307026	-5743.394599	11.8248540000004	0.002705612	-2.56773448354799	1	0.0102218150330269	5.22961	8.46068	-5846.916481	-5840.111682	13.6095980000009	0.001108443	-2.95528663491029	1	0.00469080226086957
ENSG00000162592	ENST00000294600	ENSP00000294600	148870	CCDC27	coiled-coil domain containing 27 [Source:HGNC Symbol;Acc:HGNC:26546]	2	5.73508	3.82375	-4901.720629	-4890.126906	23.1874459999999	9.224e-06	-5.03508070571336	0.102349504	5.36985855194124e-05	5.96303	2.94128	-4986.062858	-4977.715203	16.695310000001	0.000236952	-3.62533962127436	1	0.00109459591673605	5.73535	3.76727	-4901.691533	-4890.117333	23.1484	9.406e-06	-5.02659502558994	0.104368976	5.59019689341189e-05	5.9598	2.89473	-4985.443423	-4977.668731	15.5493839999999	0.000420237	-3.37650571254784	1	0.00193242840944882
ENSG00000162739	ENST00000368057	ENSP00000357036	114836	SLAMF6	SLAM family member 6 [Source:HGNC Symbol;Acc:HGNC:21392]	3	3.35085	6.44347	-2601.439082	-2577.988315	46.9015339999996	0	-Inf	0	0	3.17926	5.68889	-2636.145183	-2613.802072	44.6862220000003	0	-Inf	0	0	3.35336	6.55143	-2597.532683	-2577.982818	39.0997299999999	3e-09	-8.52287874528034	3.3288e-05	2.92513181019332e-08	3.17852	5.74118	-2631.421081	-2613.788409	35.2653440000004	2.2e-08	-7.65757731917779	0.000244112	1.90861610633307e-07
ENSG00000162779	ENST00000367618	ENSP00000356590	126859	AXDND1	axonemal dynein light chain domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26564]	1	3.8815	16.45981	-5768.293187	-5757.486864	21.6126459999996	2.0271e-05	-4.69312482635536	0.224927016	0.000111460364717542	4.1993	15.14823	-5833.97786	-5823.714534	20.5266520000005	3.4889e-05	-4.45731147826487	0.387128344	0.000185762161228407	3.88719	16.57844	-5768.183869	-5757.551256	21.2652260000013	2.4117e-05	-4.61767671661802	0.267602232	0.000134069254509018	4.20433	15.26538	-5833.791259	-5823.81047	19.9615779999986	4.6281e-05	-4.33459726575767	0.513533976	0.000251239714285714
ENSG00000162851	ENST00000366514	ENSP00000355471	64216	TFB2M	transcription factor B2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:18559]	3	2.50163	2.82146	-3315.017468	-3295.283098	39.4687400000003	3e-09	-8.52287874528034	3.3288e-05	2.76708229426434e-08	2.57295	2.67511	-3329.316248	-3309.720574	39.1913480000003	3e-09	-8.52287874528034	3.3288e-05	2.774e-08	2.502	2.99645	-3314.934596	-3295.25206	39.3650720000005	3e-09	-8.52287874528034	3.3288e-05	2.92513181019332e-08	2.57934	2.67813	-3329.295337	-3309.720835	39.1490039999999	3e-09	-8.52287874528034	3.3288e-05	2.9458407079646e-08
ENSG00000162877	ENST00000367136	ENSP00000356104	148811	PM20D1	peptidase M20 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26518]	2	3.71218	4.84483	-3676.153156	-3667.551948	17.2024160000001	0.000183884	-3.73545605767878	1	0.000853714169037657	3.57015	5.19329	-3724.114092	-3715.546445	17.1352939999997	0.00019016	-3.72088083127988	1	0.000892184084566596	3.72197	4.25804	-3675.981266	-3667.566195	16.8301419999998	0.000221504	-3.65461842672199	1	0.00103312668516183	3.57187	5.42496	-3723.943043	-3715.536969	16.812148	0.000223506	-3.65071081377627	1	0.00107313828472523
ENSG00000162896	ENST00000356495	ENSP00000348888	5284	PIGR	polymeric immunoglobulin receptor [Source:HGNC Symbol;Acc:HGNC:8968]	1	3.74761	9.54607	-5352.173407	-5340.813924	22.7189660000004	1.1658e-05	-4.93337594901657	0.129357168	6.67477647058823e-05	3.62914	10.36186	-5457.686042	-5446.6515	22.0690840000007	1.6135e-05	-4.79223103026008	0.17903396	9.14371603677222e-05	3.7506	10.05942	-5351.775805	-5340.769586	22.0124379999997	1.6598e-05	-4.77994423974866	0.184171408	9.46896699228792e-05	3.63812	11.26005	-5457.271781	-5446.575195	21.393172	2.2622e-05	-4.6454690019496	0.251013712	0.000128857141683778
ENSG00000162949	ENST00000295055	ENSP00000295055	92291	CAPN13	calpain 13 [Source:HGNC Symbol;Acc:HGNC:16663]	5	3.91776	4.76138	-4958.550108	-4932.38368	52.3328560000009	0	-Inf	0	0	3.79966	4.89621	-5029.857253	-5002.165389	55.3837280000007	0	-Inf	0	0	3.91763	4.74063	-4958.548737	-4932.383692	52.3300899999995	0	-Inf	0	0	3.79949	4.83967	-5029.779003	-5002.166428	55.2251499999984	0	-Inf	0	0
ENSG00000163071	ENST00000295213	ENSP00000295213	132671	SPATA18	spermatogenesis associated 18 [Source:HGNC Symbol;Acc:HGNC:29579]	1	2.77895	8.67076	-3454.007925	-3443.934636	20.1465779999999	4.2192e-05	-4.37476988755064	0.468162432	0.000218972138447147	2.9425	7.74903	-3508.422653	-3499.600307	17.6446919999998	0.000147402	-3.83149662378313	1	0.00070651083887689	2.78931	9.08377	-3454.002534	-3443.902678	20.1997120000005	4.1085e-05	-4.38631670869036	0.45587916	0.000219278095238095	2.94135	7.80177	-3508.413932	-3499.582189	17.6634859999995	0.000146023	-3.83557873334995	1	0.000724629341681574
ENSG00000163221	ENST00000368737	ENSP00000357726	6283	S100A12	S100 calcium binding protein A12 [Source:HGNC Symbol;Acc:HGNC:10489]	3	4.6298	6.03032	-669.25513	-658.715124	21.0800120000001	2.6457e-05	-4.57745940267727	0.293566872	0.000142615125789218	4.46838	3.99478	-685.493489	-677.452791	16.0813959999998	0.000322084	-3.49203084886644	1	0.0014628915530086	4.63439	6.37263	-669.210489	-658.706035	21.008908	2.7414e-05	-4.56202759156065	0.304185744	0.000151185757455268	4.46838	3.99478	-685.439427	-677.452791	15.973272	0.000339976	-3.46855174012085	1	0.00159037676897133
ENSG00000163464	ENST00000295683	ENSP00000295683	3577	CXCR1	chemokine (C-X-C motif) receptor 1 [Source:HGNC Symbol;Acc:HGNC:6026]	4	4.62549	8.78684	-2710.249925	-2692.789031	34.9217880000006	2.6e-08	-7.58502665202918	0.000288496	2.13859154929577e-07	4.47554	9.62102	-2763.280469	-2745.104226	36.3524859999998	1.3e-08	-7.88605664769316	0.000144248	1.112166538165e-07	4.62111	9.18946	-2709.707425	-2692.752904	33.9090420000002	4.3e-08	-7.36653154442041	0.000477128	3.5369014084507e-07	4.47368	9.81444	-2762.685143	-2744.962116	35.446054	2e-08	-7.69897000433602	0.00022192	1.74328358208955e-07
ENSG00000163518	ENST00000271532	ENSP00000271532	83417	FCRL4	Fc receptor-like 4 [Source:HGNC Symbol;Acc:HGNC:18507]	2	4.81265	3.89591	-3709.474727	-3696.279699	26.3900559999993	1.86e-06	-5.73048705578208	0.02063856	1.19782704585026e-05	4.71903	3.90809	-3752.629772	-3739.708177	25.8431899999996	2.445e-06	-5.61172113654036	0.02712972	1.57000694444444e-05	4.8134	4.00689	-3709.474735	-3696.278947	26.391576	1.858e-06	-5.73095429034238	0.020616368	1.22789565217391e-05	4.719	3.90472	-3752.624222	-3739.707911	25.8326219999999	2.458e-06	-5.60941812144956	0.027273968	1.62538545887962e-05
ENSG00000163535	ENST00000357799	ENSP00000350447	151246	SGOL2	shugoshin-like 2 (S. pombe) [Source:HGNC Symbol;Acc:HGNC:30812]	2	3.91814	25.9086	-7769.318388	-7754.767926	29.1009239999985	4.8e-07	-6.31875876262441	0.00532608	3.34552763819095e-06	4.30803	22.97452	-7852.989518	-7840.641431	24.6961740000006	4.338e-06	-5.36271045232183	0.048134448	2.69358970341354e-05	3.93298	26.22046	-7769.170475	-7754.752231	28.836487999999	5.47e-07	-6.26201267366657	0.006069512	3.89071282051282e-06	4.31061	23.06905	-7852.79094	-7840.640815	24.3002500000002	5.288e-06	-5.27670855352242	0.058675648	3.33573894258101e-05
ENSG00000163554	ENST00000368147	ENSP00000357129	6708	SPTA1	spectrin, alpha, erythrocytic 1 [Source:HGNC Symbol;Acc:HGNC:11272]	2	3.17322	7.08063	-15054.495803	-15025.032573	58.9264599999988	0	-Inf	0	0	3.3425	5.0097	-15353.716913	-15334.238046	38.9577339999996	3e-09	-8.52287874528034	3.3288e-05	2.774e-08	3.17314	7.169	-15052.885115	-15025.040293	55.6896439999982	0	-Inf	0	0	3.34191	5.18078	-15353.455369	-15334.213799	38.4831400000003	4e-09	-8.39794000867204	4.4384e-05	3.85277777777778e-08
ENSG00000163565	ENST00000368131	ENSP00000357113	3428	IFI16	interferon, gamma-inducible protein 16 [Source:HGNC Symbol;Acc:HGNC:5395]	6	4.03992	7.76143	-4904.501428	-4860.588404	87.826047999999	0	-Inf	0	0	4.31657	7.30759	-4979.001323	-4938.530913	80.9408200000016	0	-Inf	0	0	4.04	7.74327	-4895.622254	-4860.588302	70.0679039999995	0	-Inf	0	0	4.31129	7.20487	-4969.943748	-4938.524312	62.8388720000003	0	-Inf	0	0
ENSG00000163608	ENST00000314400	ENSP00000320251	25871	C3orf17	chromosome 3 open reading frame 17 [Source:HGNC Symbol;Acc:HGNC:24496]	1	4.38893	7.84094	-3672.437117	-3663.905105	17.0640240000002	0.000197058	-3.70540592930724	1	0.000912585796327212	4.62225	9.98221	-3715.908674	-3706.428557	18.9602339999992	7.6355e-05	-4.11716251851182	0.84723508	0.000385281982719418	4.38878	7.97771	-3672.29101	-3663.90109	16.7798400000001	0.000227145	-3.64369681859538	1	0.00105854721545569	4.61999	9.92754	-3713.820147	-3706.417791	14.8047120000001	0.000609814	-3.21480260940168	1	0.00272622729411765
ENSG00000163617	ENST00000295878	ENSP00000295878	57577	KIAA1407	KIAA1407 [Source:HGNC Symbol;Acc:HGNC:29272]	1	3.75413	8.07001	-5659.573536	-5645.396019	28.3550340000002	6.96e-07	-6.15739076038944	0.007722816	4.76717037037037e-06	4.29138	13.06381	-5751.824644	-5740.307331	23.0346260000006	9.956e-06	-5.00191511206344	0.110471776	5.81124544976328e-05	3.99858	8.53008	-5658.010961	-5645.240357	25.5412080000006	2.843e-06	-5.54622314030956	0.031545928	1.8329998837885e-05	4.24888	12.51769	-5751.679521	-5740.252205	22.8546320000005	1.0894e-05	-4.96281262906289	0.120879824	6.51292155172414e-05
ENSG00000164031	ENST00000442697	ENSP00000404381	79982	DNAJB14	DnaJ (Hsp40) homolog, subfamily B, member 14 [Source:HGNC Symbol;Acc:HGNC:25881]	1	2.9323	30.07381	-1810.032788	-1797.059783	25.9460100000001	2.322e-06	-5.63413778459744	0.025764912	1.46892314709236e-05	3.19126	34.13489	-1849.475146	-1835.568479	27.8133339999999	9.13e-07	-6.0395292224657	0.010130648	6.21512147239264e-06	2.92528	30.20162	-1812.631753	-1797.008861	31.2457839999997	1.64e-07	-6.7851561519523	0.001819744	1.24469493844049e-06	3.19053	34.141	-1849.472139	-1835.544465	27.855348	8.94e-07	-6.04866248120408	0.009919824	6.32641836734694e-06
ENSG00000164049	ENST00000296438	ENSP00000296438	285231	FBXW12	F-box and WD repeat domain containing 12 [Source:HGNC Symbol;Acc:HGNC:20729]	1	4.11733	3.69418	-3587.886018	-3575.700366	24.3713040000002	5.103e-06	-5.29217443166777	0.056622888	3.08571596730245e-05	3.64963	3.66419	-3628.320437	-3616.751532	23.1378099999993	9.456e-06	-5.02429253646282	0.104923776	5.54272456418384e-05	4.11728	3.69135	-3587.88598	-3575.696736	24.3784880000003	5.085e-06	-5.29370904274124	0.05642316	3.14335153203343e-05	3.64937	3.64865	-3628.312691	-3616.730716	23.1639500000001	9.333e-06	-5.02997873417163	0.103558968	5.65896e-05
ENSG00000164091	ENST00000296490	ENSP00000296490	80335	WDR82	WD repeat domain 82 [Source:HGNC Symbol;Acc:HGNC:28826]	1	3.16378	3.94776	-2167.695346	-2150.920611	33.5494699999999	5.2e-08	-7.2839966563652	0.000576992	4.13318051575931e-07	3.33546	3.97712	-2202.596415	-2185.574275	34.0442800000001	4e-08	-7.39794000867204	0.00044384	3.25873715124816e-07	3.16369	3.9485	-2167.565859	-2150.912039	33.30764	5.9e-08	-7.22914798835786	0.000654664	4.76119272727273e-07	3.33525	3.97777	-2202.52551	-2185.566334	33.9183519999997	4.3e-08	-7.36653154442041	0.000477128	3.59553880934439e-07
ENSG00000164185	ENST00000296600	ENSP00000296600	133923	ZNF474	zinc finger protein 474 [Source:HGNC Symbol;Acc:HGNC:23245]	2	3.48839	4.6254	-2590.58078	-2579.631557	21.8984459999992	1.7572e-05	-4.75517880540672	0.194978912	9.7489456e-05	3.64037	5.67989	-2628.191762	-2618.598068	19.1873880000003	6.8157e-05	-4.16648953373606	0.756270072	0.000347072084442405	3.48839	4.62102	-2590.551253	-2579.631437	21.8396320000002	1.8096e-05	-4.74241741241862	0.200793216	0.000102537461970393	3.63628	5.65357	-2628.178566	-2618.598214	19.1607039999999	6.9073e-05	-4.16069168117133	0.766434008	0.000362723146237577
ENSG00000164323	ENST00000458385	ENSP00000409964	57587	CFAP97	cilia and flagella associated protein 97 [Source:HGNC Symbol;Acc:HGNC:29276]	1	4.05607	9.94861	-3713.601233	-3705.63731	15.9278459999996	0.000347786	-3.45868790434918	1	0.00154299618392643	4.4793	46.45494	-3736.682054	-3728.843079	15.6779499999993	0.000394073	-3.40442331989894	1	0.00176387011214199	3.98954	21.59515	-3713.203792	-3705.496287	15.4150099999997	0.000449441	-3.34732731184222	1	0.0019947989344	4.407	46.35352	-3736.179144	-3728.547788	15.2627120000006	0.000485003	-3.31425557504842	1	0.00220271490343699
ENSG00000164399	ENST00000296870	ENSP00000296870	3562	IL3	interleukin 3 [Source:HGNC Symbol;Acc:HGNC:6011]	2	4.57771	11.77217	-1235.460518	-1222.381537	26.1579620000002	2.089e-06	-5.68006156001969	0.023179544	1.33126521239954e-05	4.45092	9.70691	-1265.444436	-1256.240336	18.4081999999999	0.000100626	-3.99728979067551	1	0.000499349774597495	4.58405	11.86814	-1233.095033	-1222.380352	21.4293620000003	2.2216e-05	-4.6533341332578	0.246508736	0.000123998358148893	4.45028	9.78548	-1265.442706	-1256.232467	18.420478	0.00010001	-3.99995657272314	1	0.000512095505306876
ENSG00000164825	ENST00000297439	ENSP00000297439	1672	DEFB1	defensin, beta 1 [Source:HGNC Symbol;Acc:HGNC:2766]	1	4.29963	41.40991	-493.148014	-479.642509	27.0110099999999	1.363e-06	-5.86550414416533	0.015123848	8.96493657379964e-06	4.54293	33.71021	-519.238116	-507.943548	22.5891359999999	1.244e-05	-4.9051796196452	0.13803424	7.14462939958592e-05	4.31915	41.60497	-493.148002	-479.652306	26.991392	1.377e-06	-5.86106605974308	0.015279192	9.31090310786106e-06	4.57545	34.04233	-519.219257	-507.973329	22.491856	1.306e-05	-4.88405682306094	0.14491376	7.71638764643237e-05
