Ensembl.Gene.ID	Ensembl.Transcript.ID	Ensembl.Protein.ID	EntrezGene.ID	HGNC.symbol	Description	aPSR.total	human.sequence.length	protein.alignment.length	branch.length.ratio.longest.average	aPSG.with.3ormore.aPSR.and.all.aPSR.within.single.exon	Artefact	Artefact.classification
ENSG00000169551	ENST00000276241	ENSP00000276241	54967	CT55	cancer/testis antigen 55 [Source:HGNC Symbol;Acc:HGNC:26047]	1	264	264	4.90090047124075	0	0	
ENSG00000169903	ENST00000305354	ENSP00000305852	7104	TM4SF4	transmembrane 4 L six family member 4 [Source:HGNC Symbol;Acc:HGNC:11856]	2	202	220	2.47701480769795	0	0	
ENSG00000169905	ENST00000367612	ENSP00000356584	163590	TOR1AIP2	torsin A interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:24055]	1	470	478	3.65275693909374	0	0	
ENSG00000170776	ENST00000361243	ENSP00000354718	11214	AKAP13	A kinase (PRKA) anchor protein 13 [Source:HGNC Symbol;Acc:HGNC:371]	1	2817	3020	3.47407561968474	0	0	
ENSG00000170786	ENST00000303749	ENSP00000307607	195814	SDR16C5	short chain dehydrogenase/reductase family 16C, member 5 [Source:HGNC Symbol;Acc:HGNC:30311]	1	309	309	3.92464145465975	0	0	
ENSG00000171053	ENST00000305738	ENSP00000307164	160065	PATE1	prostate and testis expressed 1 [Source:HGNC Symbol;Acc:HGNC:24664]	4	126	130	4.61385797792102	0	0	
ENSG00000171195	ENST00000413702	ENSP00000407422	4589	MUC7	mucin 7, secreted [Source:HGNC Symbol;Acc:HGNC:7518]	10	377	474	3.52261002592995	1	0	
ENSG00000171202	ENST00000304511	ENSP00000306887	84233	TMEM126A	transmembrane protein 126A [Source:HGNC Symbol;Acc:HGNC:25382]	1	195	198	4.51595449012987	0	0	
ENSG00000171204	ENST00000358867	ENSP00000351737	55863	TMEM126B	transmembrane protein 126B [Source:HGNC Symbol;Acc:HGNC:30883]	1	230	232	4.46134112670014	0	0	
ENSG00000171209	ENST00000304954	ENSP00000304822	1448	CSN3	casein kappa [Source:HGNC Symbol;Acc:HGNC:2446]	1	182	183	4.70374223249781	0	0	
ENSG00000171611	ENST00000616441	ENSP00000477815	171558	PTCRA	pre T-cell antigen receptor alpha [Source:HGNC Symbol;Acc:HGNC:21290]	1	296	325	3.55803254248109	0	0	
ENSG00000172139	ENST00000305815	ENSP00000306627	285335	SLC9C1	solute carrier family 9, subfamily C (Na+-transporting carboxylic acid decarboxylase), member 1 [Source:HGNC Symbol;Acc:HGNC:31401]	2	1177	1233	4.32635304813004	0	0	
ENSG00000172301	ENST00000302362	ENSP00000304327	55352	COPRS	coordinator of PRMT5, differentiation stimulator [Source:HGNC Symbol;Acc:HGNC:28848]	2	184	184	2.63031680626703	0	0	
ENSG00000172845	ENST00000310015	ENSP00000310301	6670	SP3	Sp3 transcription factor [Source:HGNC Symbol;Acc:HGNC:11208]	2	781	782	2.72015370729531	0	0	
ENSG00000172938	ENST00000309106	ENSP00000310631	116512	MRGPRD	MAS-related GPR, member D [Source:HGNC Symbol;Acc:HGNC:29626]	1	321	361	3.32265532274953	0	0	
ENSG00000172986	ENST00000389617	ENSP00000374268	727936	GXYLT2	glucoside xylosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:33383]	1	443	576	3.30826274993733	0	1	4 3a
ENSG00000173193	ENST00000474629	ENSP00000418194	54625	PARP14	poly (ADP-ribose) polymerase family, member 14 [Source:HGNC Symbol;Acc:HGNC:29232]	1	1801	1847	3.59988063147825	0	0	
ENSG00000173702	ENST00000616727	ENSP00000485028	56667	MUC13	mucin 13, cell surface associated [Source:HGNC Symbol;Acc:HGNC:7511]	38	512	516	3.02643756708942	0	0	
ENSG00000173821	ENST00000582970	ENSP00000464087	57674	RNF213	ring finger protein 213 [Source:HGNC Symbol;Acc:HGNC:14539]	3	5207	5441	3.31135211140906	0	0	
ENSG00000173988	ENST00000595396	ENSP00000469337	220416	LRRC63	leucine rich repeat containing 63 [Source:HGNC Symbol;Acc:HGNC:34296]	1	587	673	3.49011398347633	0	0	
ENSG00000174059	ENST00000310833	ENSP00000310036	947	CD34	CD34 molecule [Source:HGNC Symbol;Acc:HGNC:1662]	1	385	467	3.71527575482757	0	0	
ENSG00000174125	ENST00000308979	ENSP00000354932	7096	TLR1	toll-like receptor 1 [Source:HGNC Symbol;Acc:HGNC:11847]	1	786	786	3.08290798999444	0	0	
ENSG00000174173	ENST00000309922	ENSP00000312356	54931	TRMT10C	tRNA methyltransferase 10 homolog C (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:26022]	4	403	485	2.30263429216953	1	0	
ENSG00000174238	ENST00000313486	ENSP00000316809	5306	PITPNA	phosphatidylinositol transfer protein, alpha [Source:HGNC Symbol;Acc:HGNC:9001]	1	270	392	3.93421320000319	0	1	2 4
ENSG00000174456	ENST00000309050	ENSP00000308368	400073	C12orf76	chromosome 12 open reading frame 76 [Source:HGNC Symbol;Acc:HGNC:33790]	4	135	141	3.94291660167467	0	0	
ENSG00000174837	ENST00000312053	ENSP00000311545	2015	EMR1	egf-like module containing, mucin-like, hormone receptor-like 1 [Source:HGNC Symbol;Acc:HGNC:3336]	5	886	1179	3.1865995418996	0	0	
ENSG00000175262	ENST00000377004	ENSP00000366203	148345	C1orf127	chromosome 1 open reading frame 127 [Source:HGNC Symbol;Acc:HGNC:26730]	7	823	955	3.14158048461927	0	0	
ENSG00000175294	ENST00000312106	ENSP00000309052	117144	CATSPER1	cation channel, sperm associated 1 [Source:HGNC Symbol;Acc:HGNC:17116]	1	780	794	3.62173713398472	0	0	
ENSG00000175664	ENST00000380473	ENSP00000369840	122046	TEX26	testis expressed 26 [Source:HGNC Symbol;Acc:HGNC:28622]	1	289	294	4.11078237198181	0	0	
ENSG00000175782	ENST00000398004	ENSP00000381089	55508	SLC35E3	solute carrier family 35, member E3 [Source:HGNC Symbol;Acc:HGNC:20864]	1	313	375	2.53847340650763	0	1	2 3a
ENSG00000175857	ENST00000396776	ENSP00000379997	202309	GAPT	GRB2-binding adaptor protein, transmembrane [Source:HGNC Symbol;Acc:HGNC:26588]	1	157	157	2.29931435379583	0	0	
ENSG00000176155	ENST00000389641	ENSP00000374292	284001	CCDC57	coiled-coil domain containing 57 [Source:HGNC Symbol;Acc:HGNC:27564]	1	916	1157	3.3693107960419	0	0	
ENSG00000176979	ENST00000512596	ENSP00000421142	166655	TRIM60	tripartite motif containing 60 [Source:HGNC Symbol;Acc:HGNC:21162]	127	471	508	13.5376393570695	1	1	1a
ENSG00000177054	ENST00000446113	ENSP00000400113	54503	ZDHHC13	zinc finger, DHHC-type containing 13 [Source:HGNC Symbol;Acc:HGNC:18413]	2	622	666	2.7696728413864	0	0	
ENSG00000177414	ENST00000371076	ENSP00000360116	148581	UBE2U	ubiquitin-conjugating enzyme E2U (putative) [Source:HGNC Symbol;Acc:HGNC:28559]	1	226	394	4.04235906808884	0	0	
ENSG00000177575	ENST00000359156	ENSP00000352071	9332	CD163	CD163 molecule [Source:HGNC Symbol;Acc:HGNC:1631]	1	1156	1292	3.54636349992305	0	0	
ENSG00000177675	ENST00000416109	ENSP00000393474	283316	CD163L1	CD163 molecule-like 1 [Source:HGNC Symbol;Acc:HGNC:30375]	1	1463	1544	3.54011494132255	0	0	
ENSG00000177689	ENST00000356790	ENSP00000368304	139422	MAGEB10	melanoma antigen family B, 10 [Source:HGNC Symbol;Acc:HGNC:25377]	1	347	347	3.52779234497415	0	0	
ENSG00000178021	ENST00000317802	ENSP00000417919	388951	TSPYL6	TSPY-like 6 [Source:HGNC Symbol;Acc:HGNC:14521]	2	410	433	3.66778664087638	0	0	
ENSG00000178397	ENST00000313324	ENSP00000317289	84792	FAM220A	family with sequence similarity 220, member A [Source:HGNC Symbol;Acc:HGNC:22422]	1	259	260	3.36422240956963	0	0	
ENSG00000178795	ENST00000315938	ENSP00000320815	220032	GDPD4	glycerophosphodiester phosphodiesterase domain containing 4 [Source:HGNC Symbol;Acc:HGNC:24849]	1	520	719	3.04225847093849	0	1	2 3b
ENSG00000179059	ENST00000326866	ENSP00000317686	132625	ZFP42	ZFP42 zinc finger protein [Source:HGNC Symbol;Acc:HGNC:30949]	1	310	312	4.11305967501538	0	0	
ENSG00000179715	ENST00000546455	ENSP00000446688	91523	PCED1B	PC-esterase domain containing 1B [Source:HGNC Symbol;Acc:HGNC:28255]	2	432	438	3.67627971858764	0	0	
ENSG00000179873	ENST00000589093	ENSP00000466285	204801	NLRP11	NLR family, pyrin domain containing 11 [Source:HGNC Symbol;Acc:HGNC:22945]	4	1033	1207	4.93383387544188	0	0	
ENSG00000179914	ENST00000326245	ENSP00000323587	55600	ITLN1	intelectin 1 (galactofuranose binding) [Source:HGNC Symbol;Acc:HGNC:18259]	3	313	336	3.2930244239849	0	0	
ENSG00000180205	ENST00000326000	ENSP00000320532	259240	WFDC9	WAP four-disulfide core domain 9 [Source:HGNC Symbol;Acc:HGNC:20380]	2	89	89	5.32894390513696	0	0	
ENSG00000180475	ENST00000316770	ENSP00000314324	219960	OR10Q1	olfactory receptor, family 10, subfamily Q, member 1 [Source:HGNC Symbol;Acc:HGNC:15134]	1	319	320	8.45347872773358	0	0	
ENSG00000180776	ENST00000382466	ENSP00000371905	253832	ZDHHC20	zinc finger, DHHC-type containing 20 [Source:HGNC Symbol;Acc:HGNC:20749]	1	354	470	3.62436057857799	0	1	3b
ENSG00000180871	ENST00000318507	ENSP00000319635	3579	CXCR2	chemokine (C-X-C motif) receptor 2 [Source:HGNC Symbol;Acc:HGNC:6027]	3	360	360	2.61325514342649	1	0	
ENSG00000180957	ENST00000320996	ENSP00000321266	23760	PITPNB	phosphatidylinositol transfer protein, beta [Source:HGNC Symbol;Acc:HGNC:9002]	3	272	286	5.12737278694159	0	1	2
ENSG00000182585	ENST00000413830	ENSP00000411898	255324	EPGN	epithelial mitogen [Source:HGNC Symbol;Acc:HGNC:17470]	2	154	154	3.60062975098889	0	1	2 3b
ENSG00000182634	ENST00000330487	ENSP00000329689	390265	OR10G7	olfactory receptor, family 10, subfamily G, member 7 [Source:HGNC Symbol;Acc:HGNC:14842]	3	311	311	2.38228515734091	1	0	
ENSG00000182670	ENST00000399017	ENSP00000381981	7267	TTC3	tetratricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12393]	2	2025	2236	3.45491434857254	0	0	
ENSG00000182685	ENST00000328540	ENSP00000332389	283870	BRICD5	BRICHOS domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28309]	1	228	291	2.65130253100419	0	0	
ENSG00000182853	ENST00000328739	ENSP00000328397	284013	VMO1	vitelline membrane outer layer 1 homolog (chicken) [Source:HGNC Symbol;Acc:HGNC:30387]	2	202	203	3.63135941020858	0	0	
ENSG00000183019	ENST00000333598	ENSP00000329920	199675	MCEMP1	mast cell-expressed membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:27291]	2	187	206	3.49326289242133	0	0	
ENSG00000183023	ENST00000403092	ENSP00000384763	6546	SLC8A1	solute carrier family 8 (sodium/calcium exchanger), member 1 [Source:HGNC Symbol;Acc:HGNC:11068]	2	973	1047	3.10211317934453	0	1	2
ENSG00000183035	ENST00000329312	ENSP00000331556	1538	CYLC1	cylicin, basic protein of sperm head cytoskeleton 1 [Source:HGNC Symbol;Acc:HGNC:2582]	2	651	717	3.89468927669828	0	0	
ENSG00000184012	ENST00000398585	ENSP00000381588	7113	TMPRSS2	transmembrane protease, serine 2 [Source:HGNC Symbol;Acc:HGNC:11876]	2	529	554	2.990154347204	0	0	
ENSG00000184232	ENST00000328965	ENSP00000332613	220323	OAF	OAF homolog (Drosophila) [Source:HGNC Symbol;Acc:HGNC:28752]	1	273	288	3.50336922710671	0	0	
ENSG00000184361	ENST00000331780	ENSP00000331532	124783	SPATA32	spermatogenesis associated 32 [Source:HGNC Symbol;Acc:HGNC:26349]	1	384	399	4.4868477699878	0	0	
ENSG00000184730	ENST00000564831	ENSP00000457539	55911	APOBR	apolipoprotein B receptor [Source:HGNC Symbol;Acc:HGNC:24087]	3	1097	1252	3.7508188235546	0	0	
ENSG00000184857	ENST00000333050	ENSP00000331640	25880	TMEM186	transmembrane protein 186 [Source:HGNC Symbol;Acc:HGNC:24530]	1	213	214	3.32281073106476	0	0	
ENSG00000186017	ENST00000392170	ENSP00000376010	84924	ZNF566	zinc finger protein 566 [Source:HGNC Symbol;Acc:HGNC:25919]	1	419	419	2.31653530907629	0	1	3a
ENSG00000186143	ENST00000335524	ENSP00000335017	339779	PRR30	proline rich 30 [Source:HGNC Symbol;Acc:HGNC:28677]	1	412	414	3.20353988221372	0	0	
ENSG00000186190	ENST00000375494	ENSP00000364643	359710	BPIFB3	BPI fold containing family B, member 3 [Source:HGNC Symbol;Acc:HGNC:16178]	1	476	484	2.45965201213706	0	0	
ENSG00000186318	ENST00000313005	ENSP00000318585	23621	BACE1	beta-site APP-cleaving enzyme 1 [Source:HGNC Symbol;Acc:HGNC:933]	1	501	690	3.6551874748636	0	0	
ENSG00000186458	ENST00000382376	ENSP00000371813	400830	DEFB132	defensin, beta 132 [Source:HGNC Symbol;Acc:HGNC:33806]	2	95	95	3.9367505201628	0	0	
ENSG00000186471	ENST00000371431	ENSP00000360485	158798	AKAP14	A kinase (PRKA) anchor protein 14 [Source:HGNC Symbol;Acc:HGNC:24061]	2	197	200	4.86366767160126	0	0	
ENSG00000186652	ENST00000311862	ENSP00000312134	5553	PRG2	proteoglycan 2, bone marrow (natural killer cell activator, eosinophil granule major basic protein) [Source:HGNC Symbol;Acc:HGNC:9362]	3	222	223	4.13406790854981	1	0	
ENSG00000186687	ENST00000379380	ENSP00000368688	90624	LYRM7	LYR motif containing 7 [Source:HGNC Symbol;Acc:HGNC:28072]	1	104	104	5.18433903019555	0	1	3a
ENSG00000186976	ENST00000262726	ENSP00000262726	64800	EFCAB6	EF-hand calcium binding domain 6 [Source:HGNC Symbol;Acc:HGNC:24204]	1	1501	1544	3.11939872426506	0	0	
ENSG00000187135	ENST00000335523	ENSP00000335038	342865	VSTM2B	V-set and transmembrane domain containing 2B [Source:HGNC Symbol;Acc:HGNC:33595]	1	285	285	3.68158773351534	0	0	
ENSG00000187268	ENST00000333995	ENSP00000334430	171484	FAM9C	family with sequence similarity 9, member C [Source:HGNC Symbol;Acc:HGNC:18405]	9	166	243	4.99379909007203	0	1	1b
ENSG00000187735	ENST00000521604	ENSP00000428426	6917	TCEA1	transcription elongation factor A (SII), 1 [Source:HGNC Symbol;Acc:HGNC:11612]	1	301	373	2.63013569551627	0	0	
ENSG00000187889	ENST00000343433	ENSP00000345972	199920	C1orf168	chromosome 1 open reading frame 168 [Source:HGNC Symbol;Acc:HGNC:27295]	1	728	796	3.41310501030599	0	0	
ENSG00000188133	ENST00000342743	ENSP00000345468	401498	TMEM215	transmembrane protein 215 [Source:HGNC Symbol;Acc:HGNC:33816]	1	235	235	2.57810971162267	0	0	
ENSG00000188257	ENST00000400520	ENSP00000383364	5320	PLA2G2A	phospholipase A2, group IIA (platelets, synovial fluid) [Source:HGNC Symbol;Acc:HGNC:9031]	2	144	144	2.88253267942978	0	0	
ENSG00000188694	ENST00000340345	ENSP00000339238	643803	KRTAP24-1	keratin associated protein 24-1 [Source:HGNC Symbol;Acc:HGNC:33902]	1	254	254	3.00761466317977	0	0	
ENSG00000188820	ENST00000368605	ENSP00000357594	441168	FAM26F	family with sequence similarity 26, member F [Source:HGNC Symbol;Acc:HGNC:33391]	1	315	320	3.77225344565955	0	0	
ENSG00000188984	ENST00000359318	ENSP00000352268	126767	AADACL3	arylacetamide deacetylase-like 3 [Source:HGNC Symbol;Acc:HGNC:32037]	3	350	418	2.68792880918119	0	0	
ENSG00000189058	ENST00000343267	ENSP00000345179	347	APOD	apolipoprotein D [Source:HGNC Symbol;Acc:HGNC:612]	1	189	298	3.4300659210735	0	0	
ENSG00000189325	ENST00000437635	ENSP00000418983	389384	C6orf222	chromosome 6 open reading frame 222 [Source:HGNC Symbol;Acc:HGNC:33769]	3	652	787	3.42699596182622	0	0	
ENSG00000189350	ENST00000379558	ENSP00000368876	165186	FAM179A	family with sequence similarity 179, member A [Source:HGNC Symbol;Acc:HGNC:33715]	1	1019	1019	2.76705992978535	0	0	
ENSG00000196083	ENST00000317757	ENSP00000314807	3556	IL1RAP	interleukin 1 receptor accessory protein [Source:HGNC Symbol;Acc:HGNC:5995]	3	687	798	2.80446997114802	1	1	2
ENSG00000196352	ENST00000367063	ENSP00000356030	1604	CD55	CD55 molecule, decay accelerating factor for complement (Cromer blood group) [Source:HGNC Symbol;Acc:HGNC:2665]	9	444	804	3.24503745096886	0	0	
ENSG00000196476	ENST00000360321	ENSP00000353470	140680	C20orf96	chromosome 20 open reading frame 96 [Source:HGNC Symbol;Acc:HGNC:16227]	2	363	409	3.55931251423256	0	0	
ENSG00000196482	ENST00000366937	ENSP00000355904	2104	ESRRG	estrogen-related receptor gamma [Source:HGNC Symbol;Acc:HGNC:3474]	1	470	504	2.40265831065404	0	1	2
ENSG00000196535	ENST00000527372	ENSP00000437073	399687	MYO18A	myosin XVIIIA [Source:HGNC Symbol;Acc:HGNC:31104]	4	2054	2778	3.25488266848054	1	1	2
ENSG00000196684	ENST00000616645	ENSP00000482604	84941	HSH2D	hematopoietic SH2 domain containing [Source:HGNC Symbol;Acc:HGNC:24920]	1	352	431	3.25418927650382	0	0	
ENSG00000197142	ENST00000356116	ENSP00000348429	51703	ACSL5	acyl-CoA synthetase long-chain family member 5 [Source:HGNC Symbol;Acc:HGNC:16526]	1	739	786	2.86072453366182	0	0	
ENSG00000197249	ENST00000448921	ENSP00000416066	5265	SERPINA1	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 1 [Source:HGNC Symbol;Acc:HGNC:8941]	1	418	501	3.30518982117608	0	0	
ENSG00000197309	ENST00000318666	ENSP00000323895	26497	OR10D3	olfactory receptor, family 10, subfamily D, member 3 (non-functional) [Source:HGNC Symbol;Acc:HGNC:8168]	3	312	324	13.4907143092201	1	0	
ENSG00000197376	ENST00000310194	ENSP00000310632	341568	OR8S1	olfactory receptor, family 8, subfamily S, member 1 [Source:HGNC Symbol;Acc:HGNC:19628]	10	359	412	7.83795442936985	0	1	1b
ENSG00000197429	ENST00000396478	ENSP00000379739	3652	IPP	intracisternal A particle-promoted polypeptide [Source:HGNC Symbol;Acc:HGNC:6108]	1	584	667	3.13976852043613	0	1	3b
ENSG00000197467	ENST00000398978	ENSP00000381949	1305	COL13A1	collagen, type XIII, alpha 1 [Source:HGNC Symbol;Acc:HGNC:2190]	3	717	796	2.37719597249787	0	0	
ENSG00000197471	ENST00000360121	ENSP00000353238	6693	SPN	sialophorin [Source:HGNC Symbol;Acc:HGNC:11249]	2	400	529	3.96123356613809	0	0	
ENSG00000197487	ENST00000357330	ENSP00000349884	85569	GALP	galanin-like peptide [Source:HGNC Symbol;Acc:HGNC:24840]	2	116	117	5.39323332859724	0	0	
ENSG00000197930	ENST00000395686	ENSP00000379042	30001	ERO1L	ERO1-like (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:13280]	1	468	546	2.61929372981797	0	1	2
ENSG00000198467	ENST00000378292	ENSP00000367542	7169	TPM2	tropomyosin 2 (beta) [Source:HGNC Symbol;Acc:HGNC:12011]	32	284	366	6.73325599188051	0	1	1a
ENSG00000198523	ENST00000357525	ENSP00000350132	5350	PLN	phospholamban [Source:HGNC Symbol;Acc:HGNC:9080]	1	52	52	3.47366336255169	0	0	
ENSG00000198585	ENST00000502852	ENSP00000422375	131870	NUDT16	nudix (nucleoside diphosphate linked moiety X)-type motif 16 [Source:HGNC Symbol;Acc:HGNC:26442]	1	227	358	6.1949234915311	0	1	2
ENSG00000198673	ENST00000416284	ENSP00000393987	338811	FAM19A2	family with sequence similarity 19 (chemokine (C-C motif)-like), member A2 [Source:HGNC Symbol;Acc:HGNC:21589]	1	131	142	3.52830614390034	0	0	
ENSG00000198851	ENST00000361763	ENSP00000354566	916	CD3E	CD3e molecule, epsilon (CD3-TCR complex) [Source:HGNC Symbol;Acc:HGNC:1674]	5	207	207	3.3268523761116	0	0	
ENSG00000198930	ENST00000370287	ENSP00000359310	158511	CSAG1	chondrosarcoma associated gene 1 [Source:HGNC Symbol;Acc:HGNC:24294]	2	78	165	4.62112747719917	0	0	
ENSG00000203933	ENST00000370540	ENSP00000359571	347487	CXorf66	chromosome X open reading frame 66 [Source:HGNC Symbol;Acc:HGNC:33743]	4	361	368	4.69998293116421	0	0	
ENSG00000204237	ENST00000374741	ENSP00000363873	339229	OXLD1	oxidoreductase-like domain containing 1 [Source:HGNC Symbol;Acc:HGNC:27901]	1	147	171	4.3991372190961	0	0	
ENSG00000204300	ENST00000375026	ENSP00000364166	338661	TMEM225	transmembrane protein 225 [Source:HGNC Symbol;Acc:HGNC:32390]	3	225	229	3.54211555934649	0	0	
ENSG00000204518	ENST00000376221	ENSP00000365395	343066	AADACL4	arylacetamide deacetylase-like 4 [Source:HGNC Symbol;Acc:HGNC:32038]	1	407	437	3.68413189865539	0	0	
ENSG00000204711	ENST00000377197	ENSP00000366402	138255	C9orf135	chromosome 9 open reading frame 135 [Source:HGNC Symbol;Acc:HGNC:31422]	1	229	234	2.88887337116727	0	0	
ENSG00000205081	ENST00000378657	ENSP00000367926	645090	CXorf30	chromosome X open reading frame 30 [Source:HGNC Symbol;Acc:HGNC:27298]	1	633	928	4.71916344250195	0	0	
ENSG00000205359	ENST00000506729	ENSP00000421339	133482	SLCO6A1	solute carrier organic anion transporter family, member 6A1 [Source:HGNC Symbol;Acc:HGNC:23613]	4	719	743	3.30069806530473	0	0	
ENSG00000205403	ENST00000394634	ENSP00000378130	3426	CFI	complement factor I [Source:HGNC Symbol;Acc:HGNC:5394]	1	583	778	3.23618781086403	0	0	
ENSG00000205884	ENST00000382209	ENSP00000371644	613210	DEFB136	defensin, beta 136 [Source:HGNC Symbol;Acc:HGNC:34433]	1	78	78	4.06573228754071	0	0	
ENSG00000213231	ENST00000340722	ENSP00000343223	9623	TCL1B	T-cell leukemia/lymphoma 1B [Source:HGNC Symbol;Acc:HGNC:11649]	1	128	143	4.02979996036063	0	0	
ENSG00000213741	ENST00000396020	ENSP00000379339	6235	RPS29	ribosomal protein S29 [Source:HGNC Symbol;Acc:HGNC:10419]	1	67	68	2.73072545321015	0	0	
ENSG00000213853	ENST00000359543	ENSP00000352540	2013	EMP2	epithelial membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:3334]	4	167	182	8.9890762918227	1	0	
ENSG00000214107	ENST00000378981	ENSP00000368264	4112	MAGEB1	melanoma antigen family B, 1 [Source:HGNC Symbol;Acc:HGNC:6808]	2	347	347	3.72039825772185	0	0	
ENSG00000221855	ENST00000408916	ENSP00000386201	259287	TAS2R41	taste receptor, type 2, member 41 [Source:HGNC Symbol;Acc:HGNC:18883]	1	307	307	3.19035859616073	0	0	
ENSG00000221963	ENST00000409652	ENSP00000386280	80830	APOL6	apolipoprotein L, 6 [Source:HGNC Symbol;Acc:HGNC:14870]	24	343	386	3.53333286693021	1	0	
ENSG00000225781	ENST00000418316	ENSP00000396085	346517	OR6V1	olfactory receptor, family 6, subfamily V, member 1 [Source:HGNC Symbol;Acc:HGNC:15090]	27	313	338	13.8430839791314	1	1	1a
ENSG00000231389	ENST00000419277	ENSP00000393566	3113	HLA-DPA1	major histocompatibility complex, class II, DP alpha 1 [Source:HGNC Symbol;Acc:HGNC:4938]	4	260	288	2.52040167195973	1	0	
ENSG00000235109	ENST00000414429	ENSP00000390076	64288	ZSCAN31	zinc finger and SCAN domain containing 31 [Source:HGNC Symbol;Acc:HGNC:14097]	2	406	577	3.98451824301306	0	0	
ENSG00000235568	ENST00000329021	ENSP00000333680	150372	NFAM1	NFAT activating protein with ITAM motif 1 [Source:HGNC Symbol;Acc:HGNC:29872]	1	270	272	4.28167946628174	0	0	
ENSG00000255837	ENST00000538986	ENSP00000441624	259295	TAS2R20	taste receptor, type 2, member 20 [Source:HGNC Symbol;Acc:HGNC:19109]	1	309	309	2.95961382072039	0	0	
ENSG00000261371	ENST00000563924	ENSP00000457421	5175	PECAM1	platelet/endothelial cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:8823]	2	738	908	3.93435936127716	0	0	
ENSG00000263639	ENST00000582163	ENSP00000463092	4477	MSMB	microseminoprotein, beta- [Source:HGNC Symbol;Acc:HGNC:7372]	1	114	114	3.4785258391424	0	0	
ENSG00000267680	ENST00000336976	ENSP00000337368	7767	ZNF224	zinc finger protein 224 [Source:HGNC Symbol;Acc:HGNC:13017]	18	707	799	5.01502258810188	0	1	1a
