Ensembl.Gene.ID	Ensembl.Transcript.ID	Ensembl.Protein.ID	UniProt.SwissProt.Accession	EntrezGene.ID	HGNC.symbol	Description	PSR.total	uncharacterized.gene.symbol	RLR	TLR.CLR.NLR.cytDNA	PRR.and.innate	secreted.UniProt	cell.membrane.UniProt	MitoCarta2	virus.interacting.human.proteins.phisto	virus.interacting.human.proteins.phisto.info	virus.infection.GenomeRNAi	virus.infection.GenomeRNAi.info	expression.mouse.immune.cells.immgen.all.14	expression.mouse.immune.cells.immgen.any	expression.mouse.immune.cells.immgen.info	differential.expression.virus.infection	human.adaptation
ENSG00000122033	ENST00000381116	ENSP00000370508	Q9H2K0	219402	MTIF3	mitochondrial translational initiation factor 3 [Source:HGNC Symbol;Acc:HGNC:29788]	1	0	0	0	0	0	0	1	0	NA	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000122194	ENST00000308192	ENSP00000308938	P00747	5340	PLG	plasminogen [Source:HGNC Symbol;Acc:HGNC:9071]	6	0	0	0	1	1	0	0	1	Staphylococcus phage 42D.m (P15240)	1	Downregulation of RLR pathway after Sendai virus (SeV) infection	0	0	NA	0	0
ENSG00000122223	ENST00000368033	ENSP00000357012	Q9BZW8	51744	CD244	CD244 molecule, natural killer cell receptor 2B4 [Source:HGNC Symbol;Acc:HGNC:18171]	7	0	0	0	0	0	0	0	0	NA	1	Increased HPV18 LCR reporter activity; Increased HPV18 LCR reporter activity; Increased HPV18 LCR reporter activity; Increased HPV18 LCR reporter activity; Increased HPV18 LCR reporter activity	0	1	B DC GDT GN MF MO NK NKT PRET PROB SP	0	0
ENSG00000123838	ENST00000367070	ENSP00000356037	P04003	722	C4BPA	complement component 4 binding protein, alpha [Source:HGNC Symbol;Acc:HGNC:1325]	4	0	0	0	1	1	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000124731	ENST00000244709	ENSP00000244709	Q9NP99	54210	TREM1	triggering receptor expressed on myeloid cells 1 [Source:HGNC Symbol;Acc:HGNC:17760]	5	0	0	0	1	1	1	0	0	NA	1	Decreased Sindbis virus (SIN) capsid and autophagosome LC3 protein colocalization; Decreased viability after Maraba virus infection; Decreased Sindbis virus (SIN) capsid and autophagosome LC3 protein colocalization; Decreased viability after Maraba virus infection; Decreased viability after Maraba virus infection	0	1	DC GN MF MO SP	0	0
ENSG00000124935	ENST00000244926	ENSP00000244926	O95969	10647	SCGB1D2	secretoglobin, family 1D, member 2 [Source:HGNC Symbol;Acc:HGNC:18396]	15	0	0	0	0	1	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000125864	ENST00000377873	ENSP00000367104	Q12934	631	BFSP1	beaded filament structural protein 1, filensin [Source:HGNC Symbol;Acc:HGNC:1040]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	1	MF	0	0
ENSG00000125877	ENST00000380113	ENSP00000369456	Q9BY32	3704	ITPA	inosine triphosphatase (nucleoside triphosphate pyrophosphatase) [Source:HGNC Symbol;Acc:HGNC:6176]	2	0	0	0	0	0	0	0	0	NA	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000126001	ENST00000397527	ENSP00000380661	Q9BV73	11190	CEP250	centrosomal protein 250kDa [Source:HGNC Symbol;Acc:HGNC:1859]	2	0	0	0	0	0	0	0	1	Hepatitis C virus ISOLATE CON1 (Q9WMX2); Hepatitis C virus ISOLATE CON1 (Q9WMX2); Dengue virus 2 (Q9E7P0)	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000127324	ENST00000393330	ENSP00000377003	P19075	7103	TSPAN8	tetraspanin 8 [Source:HGNC Symbol;Acc:HGNC:11855]	12	0	0	0	0	0	0	0	0	NA	0	NA	0	1	DC MF SP	0	0
ENSG00000129214	ENST00000380450	ENSP00000369816	P04278	6462	SHBG	sex hormone-binding globulin [Source:HGNC Symbol;Acc:HGNC:10839]	1	0	0	0	0	1	0	0	0	NA	1	Decreased viability after Maraba virus infection; Decreased viability after Maraba virus infection	0	0	NA	0	0
ENSG00000129353	ENST00000335757	ENSP00000336888	Q8IWA5	57153	SLC44A2	solute carrier family 44 (choline transporter), member 2 [Source:HGNC Symbol;Acc:HGNC:17292]	1	0	0	0	0	0	0	0	1	Human papillomavirus TYPE 6b (HPV 6b) (P06460); Human papillomavirus TYPE 8 (HPV 8) (P06428)	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000129465	ENST00000216274	ENSP00000216274	Q9Y572	11035	RIPK3	receptor-interacting serine-threonine kinase 3 [Source:HGNC Symbol;Acc:HGNC:10021]	1	0	0	1	1	0	1	0	1	Murid herpesvirus 1 STRAIN K181 (A8E1H1)	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000130303	ENST00000252593	ENSP00000252593	Q10589	684	BST2	bone marrow stromal cell antigen 2 [Source:HGNC Symbol;Acc:HGNC:1119]	1	0	0	0	1	0	1	0	1	Human immunodeficiency virus 1 (HIV1) (Q9WB91); Human immunodeficiency virus 1 (HIV1) (Q9WB91); Human immunodeficiency virus 1 (HIV1) (Q9WB91); Human immunodeficiency virus 1 (HIV1) ISOLATE BH10  (P69699); Human immunodeficiency virus 1 (HIV1) ISOLATE BH10  (P69699); Human immunodeficiency virus 1 (HIV1) ISOLATE BH10  (P69699); Human immunodeficiency virus 1 (HIV1) ISOLATE BRU  (P05923); Human immunodeficiency virus 1 (HIV1) ISOLATE BRU  (P05923)	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000130414	ENST00000252711	ENSP00000252711	O95299	4705	NDUFA10	NADH dehydrogenase (ubiquinone) 1 alpha subcomplex, 10, 42kDa [Source:HGNC Symbol;Acc:HGNC:7684]	1	0	0	0	0	0	0	1	1	Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (P05780)	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000130545	ENST00000356762	ENSP00000349204	Q9BUF7	92359	CRB3	crumbs family member 3 [Source:HGNC Symbol;Acc:HGNC:20237]	1	0	0	0	0	0	1	0	0	NA	0	NA	0	1	B DC GDT MO NKT T4 T8	0	0
ENSG00000131016	ENST00000402676	ENSP00000384537	Q02952	9590	AKAP12	A kinase (PRKA) anchor protein 12 [Source:HGNC Symbol;Acc:HGNC:370]	1	0	0	0	0	0	0	0	1	Human herpesvirus 8 (Kaposi's sarcoma-associated herpesvirus) TYPE M (P88947); Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876 (P0CK57); Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (P03470); Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (P05777); Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (P15682); Adeno-associated virus 2 ISOLATE SRIVASTAVA / 1982 (Q89268)	0	NA	0	1	B PRET PROB SP T4 T8	0	0
ENSG00000131068	ENST00000253381	ENSP00000253381	Q96PH6	117285	DEFB118	defensin, beta 118 [Source:HGNC Symbol;Acc:HGNC:16196]	1	0	0	0	1	1	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000131355	ENST00000253673	ENSP00000253673	Q9BY15	84658	EMR3	egf-like module containing, mucin-like, hormone receptor-like 3 [Source:HGNC Symbol;Acc:HGNC:23647]	4	0	0	0	0	1	1	0	0	NA	0	NA	0	1	DC GDT MF MO	0	0
ENSG00000131400	ENST00000253719	ENSP00000253719	O96009	9476	NAPSA	napsin A aspartic peptidase [Source:HGNC Symbol;Acc:HGNC:13395]	32	0	0	0	0	1	0	0	0	NA	0	NA	0	1	B DC GDT GN MF MO NK PRET PROB SP	0	0
ENSG00000132016	ENST00000346736	ENSP00000254336	Q0VDD7	79173	C19orf57	chromosome 19 open reading frame 57 [Source:HGNC Symbol;Acc:HGNC:28153]	1	1	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000132256	ENST00000380034	ENSP00000369373	Q9C035	85363	TRIM5	tripartite motif containing 5 [Source:HGNC Symbol;Acc:HGNC:16276]	12	0	0	0	1	0	0	0	1	Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P04591); Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P04591); Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P04591); Moloney murine leukemia virus ISOLATE SHINNICK (P03332); Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (P03470)	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000133321	ENST00000255688	ENSP00000255688	Q9UL19	5920	RARRES3	retinoic acid receptor responder (tazarotene induced) 3 [Source:HGNC Symbol;Acc:HGNC:9869]	13	0	0	0	0	0	0	0	0	NA	1	Decreased viability after Maraba virus infection; Decreased viability after Maraba virus infection; Decreased viability after Maraba virus infection	0	0	NA	1	0
ENSG00000133328	ENST00000255695	ENSP00000255695	Q9NWW9	54979	HRASLS2	HRAS-like suppressor 2 [Source:HGNC Symbol;Acc:HGNC:17824]	4	0	0	0	0	0	0	0	0	NA	1	Decreased Hepatitis C virus replication; Decreased viability after Maraba virus infection; Decreased Hepatitis C virus replication; Decreased viability after Maraba virus infection	0	0	NA	0	0
ENSG00000134531	ENST00000256951	ENSP00000256951	P54849	2012	EMP1	epithelial membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:3333]	10	0	0	0	0	0	0	0	0	NA	0	NA	0	1	ACTT8 DC GDT GN MF MO NKT PRET PROB SP T4	0	0
ENSG00000134757	ENST00000257189	ENSP00000257189	P32926	1830	DSG3	desmoglein 3 [Source:HGNC Symbol;Acc:HGNC:3050]	1	0	0	0	0	0	1	0	0	NA	0	NA	0	1	DC	0	0
ENSG00000134760	ENST00000257192	ENSP00000257192	Q02413	1828	DSG1	desmoglein 1 [Source:HGNC Symbol;Acc:HGNC:3048]	4	0	0	0	0	0	1	0	0	NA	1	Decreased viability after Maraba virus infection; Decreased viability after Maraba virus infection	0	1	DC	0	0
ENSG00000134827	ENST00000257264	ENSP00000257264	P20061	6947	TCN1	transcobalamin I (vitamin B12 binding protein, R binder family) [Source:HGNC Symbol;Acc:HGNC:11652]	3	0	0	0	0	1	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000135346	ENST00000610310	ENSP00000482232	P01215	1081	CGA	glycoprotein hormones, alpha polypeptide [Source:HGNC Symbol;Acc:HGNC:1885]	5	0	0	0	0	1	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000135451	ENST00000257909	ENSP00000257909	Q12815	10024	TROAP	trophinin associated protein [Source:HGNC Symbol;Acc:HGNC:12327]	1	0	0	0	0	0	0	0	0	NA	1	Increased HPV18 LCR reporter activity	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000135828	ENST00000367559	ENSP00000356530	Q05823	6041	RNASEL	ribonuclease L (2,5-oligoisoadenylate synthetase-dependent) [Source:HGNC Symbol;Acc:HGNC:10050]	2	0	0	1	1	0	0	0	0	NA	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000136546	ENST00000409855	ENSP00000386796	Q01118	6332	SCN7A	sodium channel, voltage-gated, type VII, alpha subunit [Source:HGNC Symbol;Acc:HGNC:10594]	1	0	0	0	0	0	0	0	0	NA	1	Decreased viability after Maraba virus infection; Decreased viability after Maraba virus infection	0	0	NA	0	0
ENSG00000136861	ENST00000349780	ENSP00000343818	Q96SN8	55755	CDK5RAP2	CDK5 regulatory subunit associated protein 2 [Source:HGNC Symbol;Acc:HGNC:18672]	1	0	0	0	0	0	0	0	1	Murid herpesvirus 4 (Murine herpesvirus 68) (O41941); Murid herpesvirus 4 (Murine herpesvirus 68) (O41970); Murid herpesvirus 4 (Murine herpesvirus 68) (O41970); Murid herpesvirus 4 (Murine herpesvirus 68) (O41941)	1	Decreased Hepatitis C virus replication	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000136943	ENST00000538255	ENSP00000445052	O60911	1515	CTSV	cathepsin V [Source:HGNC Symbol;Acc:HGNC:2538]	1	0	0	0	0	0	0	0	0	NA	1	Increased viability after borna disease (rVSVΔG*/BDVG) virus infection	0	1	ACTT8 DC GDT GN MF MO PRET PROB SP T4 T8	0	0
ENSG00000137101	ENST00000396757	ENSP00000379980	P21854	971	CD72	CD72 molecule [Source:HGNC Symbol;Acc:HGNC:1696]	3	0	0	0	0	0	0	0	0	NA	0	NA	0	1	ACTT8 B DC GDT MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000137337	ENST00000376406	ENSP00000365588	Q14676	9656	MDC1	mediator of DNA-damage checkpoint 1 [Source:HGNC Symbol;Acc:HGNC:21163]	5	0	0	0	0	0	0	0	1	Human herpesvirus 1 STRAIN 17 (P08393)	1	Decreased viability after Maraba virus infection; Decreased viability after Maraba virus infection	0	1	ACTT8 B DC GDT MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000137752	ENST00000533400	ENSP00000433138	P29466	834	CASP1	caspase 1, apoptosis-related cysteine peptidase [Source:HGNC Symbol;Acc:HGNC:1499]	4	0	0	1	1	0	0	0	1	Influenza A virus STRAIN A / Duck / Hong Kong / 2986.1 / 2000 (H5N1) (Q8QPK2); Cowpox virus STRAIN BRIGHTON RED (P07385); Cowpox virus STRAIN BRIGHTON RED (P07385)	0	NA	0	1	ACTT8 B DC GDT GN MF MO NK PRET PROB SP T4	1	0
ENSG00000138028	ENST00000402394	ENSP00000385452	Q99674	10669	CGREF1	cell growth regulator with EF-hand domain 1 [Source:HGNC Symbol;Acc:HGNC:16962]	1	0	0	0	0	1	0	0	0	NA	0	NA	0	1	DC	0	0
ENSG00000138092	ENST00000380834	ENSP00000370214	Q9BU64	79172	CENPO	centromere protein O [Source:HGNC Symbol;Acc:HGNC:28152]	1	0	0	0	0	0	0	0	0	NA	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	1
ENSG00000138095	ENST00000260665	ENSP00000260665	P42704	10128	LRPPRC	leucine-rich pentatricopeptide repeat containing [Source:HGNC Symbol;Acc:HGNC:15714]	3	0	0	0	0	0	0	1	1	Human immunodeficiency virus 1 (HIV1) (Q9WB91); Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P05919); Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P05919); Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P05919); Human immunodeficiency virus 1 (HIV1) ISOLATE HXB2  (P05919); Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8 (Q8AZK7); Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8 (Q8AZK7); Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8 (Q8AZK7); Human herpesvirus 4 (Epstein-Barr virus) STRAIN B95-8 (Q8AZK7); Human herpesvirus 4 (Epstein-Barr virus) (P0C732); Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876 (Q1HVI8); Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876 (P0C737); Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876 (Q1HVD1); Human papillomavirus TYPE 8 (HPV 8) (P06428); Human respiratory syncytial virus A2 (P04544); Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (P05777); Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (P15682); Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (P03470); Influenza A virus STRAIN A / Wilson-Smith / 1933 (H1N1) (P05780); Porcine reproductive and respiratory syndrome virus (PRRSV) (Q6QDQ4); Measles virus STRAIN SCHWARZ (Q77M19); Measles virus STRAIN SCHWARZ (Q77M19); Adeno-associated virus 2 ISOLATE SRIVASTAVA / 1982 (Q89268); Human papillomavirus TYPE 5 (HPV 5) (P06930)	0	NA	0	1	ACTT8 B DC GDT MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000138496	ENST00000360356	ENSP00000353512	Q8IXQ6	83666	PARP9	poly (ADP-ribose) polymerase family, member 9 [Source:HGNC Symbol;Acc:HGNC:24118]	6	0	0	0	0	0	0	0	1	Simian virus 40 (Polyomavirus maccacae) (P03070)	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	1	0
ENSG00000139547	ENST00000398138	ENSP00000381206	O75452	8608	RDH16	retinol dehydrogenase 16 (all-trans) [Source:HGNC Symbol;Acc:HGNC:29674]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000140093	ENST00000261994	ENSP00000261994	Q9UK55	51156	SERPINA10	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 10 [Source:HGNC Symbol;Acc:HGNC:15996]	1	0	0	0	0	1	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000140332	ENST00000558939	ENSP00000452871	Q04726	7090	TLE3	transducin-like enhancer of split 3 [Source:HGNC Symbol;Acc:HGNC:11839]	2	0	0	0	0	0	0	0	0	NA	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000140497	ENST00000268099	ENSP00000268099	O15127	10066	SCAMP2	secretory carrier membrane protein 2 [Source:HGNC Symbol;Acc:HGNC:10564]	1	0	0	0	0	0	0	0	1	Human herpesvirus 4 (Epstein-Barr virus) STRAIN AG876 (P0C737); Human papillomavirus TYPE 18 (HPV 18) (P06792); Human papillomavirus TYPE 18 (HPV 18) (P06463)	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000141504	ENST00000269298	ENSP00000269298	Q96F10	112483	SAT2	spermidine/spermine N1-acetyltransferase family member 2 [Source:HGNC Symbol;Acc:HGNC:23160]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000143199	ENST00000367851	ENSP00000356825	Q96PN6	55811	ADCY10	adenylate cyclase 10 (soluble) [Source:HGNC Symbol;Acc:HGNC:21285]	2	0	0	0	0	0	1	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000143382	ENST00000369039	ENSP00000358035	Q6UY14	54507	ADAMTSL4	ADAMTS-like 4 [Source:HGNC Symbol;Acc:HGNC:19706]	1	0	0	0	0	1	0	0	0	NA	0	NA	0	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB T4 T8	0	0
ENSG00000144820	ENST00000273352	ENSP00000273352	Q96K78	84873	GPR128	G protein-coupled receptor 128 [Source:HGNC Symbol;Acc:HGNC:19241]	2	0	0	0	0	0	0	0	0	NA	0	NA	0	1	SP	0	0
ENSG00000145649	ENST00000274306	ENSP00000274306	P12544	3001	GZMA	granzyme A (granzyme 1, cytotoxic T-lymphocyte-associated serine esterase 3) [Source:HGNC Symbol;Acc:HGNC:4708]	6	0	0	0	0	1	0	0	0	NA	0	NA	0	1	ACTT8 GDT MF NK NKT PRET	0	0
ENSG00000145982	ENST00000324331	ENSP00000316335	O95363	10667	FARS2	phenylalanyl-tRNA synthetase 2, mitochondrial [Source:HGNC Symbol;Acc:HGNC:21062]	1	0	0	0	0	0	0	1	1	Human papillomavirus TYPE 16 (HPV 16) (P03129); Human papillomavirus TYPE 16 (HPV 16) (P03129); Human papillomavirus TYPE 33 (HPV 33) (P06429)	0	NA	0	1	ACTT8 B DC GDT MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000146587	ENST00000396912	ENSP00000380120	Q9NYW8	57786	RBAK	RB-associated KRAB zinc finger [Source:HGNC Symbol;Acc:HGNC:17680]	1	0	0	0	0	0	0	0	1	Murid herpesvirus 4 (Murine herpesvirus 68) (O41954); Murid herpesvirus 4 (Murine herpesvirus 68) (O41957); Murid herpesvirus 4 (Murine herpesvirus 68) (O41954); Murid herpesvirus 4 (Murine herpesvirus 68) (O41957)	0	NA	0	1	ACTT8 B DC MO PRET PROB SP T4 T8	0	0
ENSG00000146678	ENST00000275525	ENSP00000275525	P08833	3484	IGFBP1	insulin-like growth factor binding protein 1 [Source:HGNC Symbol;Acc:HGNC:5469]	1	0	0	0	0	1	0	0	0	NA	1	Decreased human papilloma virus 16 (HPV16) pseudovirus infection	0	0	NA	0	0
ENSG00000147160	ENST00000276101	ENSP00000421172	Q6E213	158835	AWAT2	acyl-CoA wax alcohol acyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:23251]	2	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000147183	ENST00000276127	ENSP00000276127	Q8N123	53336	CPXCR1	CPX chromosome region, candidate 1 [Source:HGNC Symbol;Acc:HGNC:2332]	2	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000147381	ENST00000360243	ENSP00000353379	P43358	4103	MAGEA4	melanoma antigen family A, 4 [Source:HGNC Symbol;Acc:HGNC:6802]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000148459	ENST00000376215	ENSP00000365388	Q5T2R2	23590	PDSS1	prenyl (decaprenyl) diphosphate synthase, subunit 1 [Source:HGNC Symbol;Acc:HGNC:17759]	1	0	0	0	0	0	0	1	0	NA	0	NA	0	1	ACTT8 B DC GDT MF MO PRET PROB SP T8	0	0
ENSG00000148735	ENST00000369310	ENSP00000358316	Q5SXH7	79949	PLEKHS1	pleckstrin homology domain containing, family S member 1 [Source:HGNC Symbol;Acc:HGNC:26285]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000149021	ENST00000278282	ENSP00000278282	P11684	7356	SCGB1A1	secretoglobin, family 1A, member 1 (uteroglobin) [Source:HGNC Symbol;Acc:HGNC:12523]	1	0	0	0	0	1	0	0	1	Human papillomavirus TYPE 1a (HPV 1a) (P06929); Human papillomavirus TYPE 8 (HPV 8) (P06430); Human papillomavirus TYPE 5 (HPV 5) (P06930)	0	NA	0	1	DC	0	0
ENSG00000149516	ENST00000278865	ENSP00000278865	Q96HJ5	932	MS4A3	membrane-spanning 4-domains, subfamily A, member 3 (hematopoietic cell-specific) [Source:HGNC Symbol;Acc:HGNC:7317]	9	0	0	0	0	0	0	0	0	NA	0	NA	0	1	MF MO SP	0	0
ENSG00000150048	ENST00000315330	ENSP00000326407	Q8NC01	51267	CLEC1A	C-type lectin domain family 1, member A [Source:HGNC Symbol;Acc:HGNC:24355]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	1	DC	0	0
ENSG00000150477	ENST00000280020	ENSP00000280020	Q86T90	57536	KIAA1328	KIAA1328 [Source:HGNC Symbol;Acc:HGNC:29248]	3	1	0	0	0	0	0	0	0	NA	0	NA	0	1	ACTT8 B DC GDT MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000151418	ENST00000281087	ENSP00000281087	Q96LB4	127124	ATP6V1G3	ATPase, H+ transporting, lysosomal 13kDa, V1 subunit G3 [Source:HGNC Symbol;Acc:HGNC:18265]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000151806	ENST00000281543	ENSP00000281543	Q8N442	60558	GUF1	GUF1 GTPase homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:25799]	1	0	0	0	0	0	0	1	0	NA	0	NA	0	1	ACTT8 B DC GDT MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000152291	ENST00000409232	ENSP00000386443	O43493	10618	TGOLN2	trans-golgi network protein 2 [Source:HGNC Symbol;Acc:HGNC:15450]	6	0	0	0	0	0	1	0	0	NA	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000152705	ENST00000282611	ENSP00000282611	Q86XQ3	347732	CATSPER3	cation channel, sperm associated 3 [Source:HGNC Symbol;Acc:HGNC:20819]	1	0	0	0	0	0	1	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000153002	ENST00000491148	ENSP00000417222	P15086	1360	CPB1	carboxypeptidase B1 (tissue) [Source:HGNC Symbol;Acc:HGNC:2299]	1	0	0	0	0	1	0	0	0	NA	1	Decreased viability after Maraba virus infection; Decreased viability after Maraba virus infection	0	0	NA	0	0
ENSG00000153237	ENST00000283233	ENSP00000283233	Q8NFR7	130940	CCDC148	coiled-coil domain containing 148 [Source:HGNC Symbol;Acc:HGNC:25191]	2	1	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	1
ENSG00000153495	ENST00000283547	ENSP00000283547	Q8N6K0	121793	TEX29	testis expressed 29 [Source:HGNC Symbol;Acc:HGNC:20370]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000153498	ENST00000283550	ENSP00000283550	Q96KW9	122258	SPACA7	sperm acrosome associated 7 [Source:HGNC Symbol;Acc:HGNC:29575]	1	0	0	0	0	1	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000154548	ENST00000452027	ENSP00000414302	Q8WXF0	135295	SRSF12	serine/arginine-rich splicing factor 12 [Source:HGNC Symbol;Acc:HGNC:21220]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000155833	ENST00000374798	ENSP00000420256	Q14093	1539	CYLC2	cylicin, basic protein of sperm head cytoskeleton 2 [Source:HGNC Symbol;Acc:HGNC:2583]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000156575	ENST00000287143	ENSP00000287143	Q9Y2Y8	10394	PRG3	proteoglycan 3 [Source:HGNC Symbol;Acc:HGNC:9363]	4	0	0	0	0	0	0	0	0	NA	0	NA	0	1	MF PROB SP	0	0
ENSG00000156858	ENST00000542965	ENSP00000441641	Q9BWN1	78994	PRR14	proline rich 14 [Source:HGNC Symbol;Acc:HGNC:28458]	1	1	0	0	0	0	0	0	0	NA	0	NA	1	1	ACTT8 B DC GDT GN MF MO NK NKT PRET PROB SP T4 T8	0	0
ENSG00000158481	ENST00000368170	ENSP00000357152	P29017	911	CD1C	CD1c molecule [Source:HGNC Symbol;Acc:HGNC:1636]	2	0	0	0	0	0	1	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000158488	ENST00000368167	ENSP00000357149	P15812	913	CD1E	CD1e molecule [Source:HGNC Symbol;Acc:HGNC:1638]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	0	NA	0	0
ENSG00000159763	ENST00000291009	ENSP00000291009	P12273	5304	PIP	prolactin-induced protein [Source:HGNC Symbol;Acc:HGNC:8993]	14	0	0	0	0	1	0	0	1	Vaccinia virus STRAIN WR (P21605); Hendra virus ISOLATE HORSE / AUSTRALIA / HENDRA / 1994 (P0C1C6); Zaire Ebolavirus STRAIN MAYINGA (Q05127); Hendra virus ISOLATE HORSE / AUSTRALIA / HENDRA / 1994 (P0C1C6)	1	Decreased influenza A virus infection; Decreased influenza A virus infection; Decreased influenza A virus infection	0	0	NA	0	0
ENSG00000160051	ENST00000537469	ENSP00000442291	Q4KMZ1	55721	IQCC	IQ motif containing C [Source:HGNC Symbol;Acc:HGNC:25545]	1	0	0	0	0	0	0	0	0	NA	0	NA	0	1	ACTT8 B GDT NKT PRET SP T4 T8	0	0
